keyphrase	dispersion	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	tfidf	Phrase Size	localspan	cscore	keyword
group by itself glycine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
uniqueness in their properties	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids phenylalanine tyrocine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
phenylalanine tyrocine and tryptophan	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
acids we have phenylalanine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
phenylalanine if you remember	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
alpha in this case	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
hydrogen has been replaced	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
replaced by a phenyl	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
part of the amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
letter code for phenylalanine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
group replacing one hydrogen	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
hydrogen of alanine phenylalanine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
nature we have tyrosine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
similarly similar to phenylalanine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
phenylalanine the only difference	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
involved in hydrogen bonding	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
bonding in the grouping	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
extent in many proteins	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
proteins the unique properties	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids which make	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
considered the aromatic amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
wrote previously phenylalanine tyrocine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
uvv light they absorb	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
absorb ultra violet light	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
light so their presence	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
neutralized in this fashion	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
light in the range	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
two eight nano meters	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
nano meters to identify	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amount of protein present	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
present in the solution	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
solution by a consideration	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
consideration of the number	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
number of phenylalanine tyrosine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
phenylalanine tyrosine and tryptophan	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
present in the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
monitor or we find	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
find out the absorbance	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
two eighty nano meter	0.3521126761	0.0	0.0	0.0	0.0	0.0	3.99683794466	8.0	False
extension of our protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
length of the cell	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
cell we know extension	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
coefficient of the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
eighty we can determine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
concentration of the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	1.9976284585	6.0	False
determining whether our solution	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
solution actually contains protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
find out the content	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
content of the concentration	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
highest extension which means	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
large number of tryptophan	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
number of tryptophan amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids in the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
meters but the presence	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids themselves will give	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
monitored in biochemistry laboratories	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
laboratories the next scene	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
side chain you recognize	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amide groups were asparagine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
glutamine the glutamine side	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
two ch two groups	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
nitrogens in blue oxygens	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
carbons atoms in grey	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
linking of these amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
building blocks of proteins	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
proteins now these building	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
shown on the left	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
representation because the proton	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
carboxylic group is attached	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
group in actual form	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
form it would remain	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
two amino acids linked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
bond in this linkage	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acid we are missing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
linking to two amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids by the elimination	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
form a peptide bond	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
features of the peptide	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
bond once we considered	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
considered the protein structure	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
general and the amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids are linked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
acid in a protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
bond unique to protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
unique to protein structure	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
protein structure and peptide	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
structure and peptide bonds	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
study in later classes	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
happen to this glycine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
glycine in this case	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
representation in zwitterionic form	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
zwitterionic form the glycine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
remember from r representation	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
group because the hydrogen	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
present and the hydrogen	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
forming and for eliminating	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
eliminating water into forming	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
formation of a tri	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
peptide we have glycine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
form other peptide linkages	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
link another amino acid	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
combine these two amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids to form	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acid the c alpha	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
linkage this particular linkage	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
representation of a protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
writing all the atoms	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
primary amino acid sequence	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acid sequence the proteins	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids the building	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids the building blocks	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
building blocks are linked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
linked by the peptide	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
writing in each case	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
linked with the coo	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
write instead of writing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
fashion when we write	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
write a protein sequence	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
sequence all the information	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
glycine i would write	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
linked with say ala	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acid asparatic acid	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acid asparatic acid linked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
basic amino acid lysine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
alanine and asparatic acid	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
rest of the atoms	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
chain of the glycine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
chain of the alanine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
fourth if i write	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
gadk you could write	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
structure of this tetra	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
case say just hundred	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
hundred and twenty amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
twenty amino acids people	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
chain so the difference	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
properties of the amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
first is the size	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
shape of the amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
important in its accommodation	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
accommodated in the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
charge on the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
polar amino acid hydrophobicity	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
located in the centre	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
centre of the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	3.99604743083	10.0	False
protein because its likes	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acid would prefer	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
core of the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids that we considered	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
considered phenylalanine tyrosine tryptophan	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
properties to amino acids	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
absorption of uv light	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
proteins can be detected	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
due to the presence	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
law we can find	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
find out the concentration	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
confirmation now the confirmation	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
confirmation as we looked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
determined by the side	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
side chains are linked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
rotation about the side	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
chains can actually bring	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
orientations in the proteins	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
proteins and this change	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
confirmation or the change	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
properties of amino acids	0.0000000000	0.159090909091	0.0	0.446624646691	0.0	1	0.0	2.0	False
adopt a particular conformation	0.0000000000	0.0681818181818	0.0	0.108065625049	0.0	1	0.0	2.0	False
helix of be part	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
part of a helix	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
sheet now these terms	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
types of amino acids	0.0000000000	0.0	0.0	0.0	0.0	0.0	5.9976284585	6.0	False
acids the different groupings	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
properties of the side	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids we considered	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	4.0	False
atom the asymmetric carbon	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
carbon atom has linked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
groups these are hydrogen	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
hydrogen atom and amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
atom and amino group	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino group carboxylic group	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
group and a side	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
chain that is represented	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
groups there are twenty	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids the twenty	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids have twenty	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
twenty different r groups	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
largely in their properties	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids the amino	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids the amino acids	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
grouped into the type	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
group or the type	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
type of side chain	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
unique amino acids glycine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids glycine and proline	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
two of them methionine	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
atoms in them oxygens	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
comprised entirely of carbon	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
carbon and hydrogen making	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
determine what the property	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
property of the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
bonds in the linkage	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
linkage of the peptide	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
bonds bringing different types	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids together to form	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
form a protein sequence	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
sequence which we study	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
study in um classes	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
protein structures in detail	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
looked at the peptide	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
amino acids were linked	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
represent the protein sequence	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
sequence by just writing	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
attached to it making	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
making up the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
chain we will learn	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
classes how the protein	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
hydrophobic amino acids tend	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
acids tend to remain	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
remain in the centre	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	2.0	False
satish proof reader	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
prof s dasgupta	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
department of chemistry	0.0000000000	0.0	0.0	0.0	0.00291063330566	0.0	0.0	1.58496250072	False
biochemistry one conducted	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
doctor s dasgupta	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
chemistry iit kharagpur	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
studying certain aspects	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
aspects of biochemistry	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
starting from structures	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
structures and functions	0.0000000000	0.0454545454545	0.0	0.0454545454545	0.00396093186079	1	0.0	3.16992500144	False
functions of bio	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
bioenergetics and metabolism	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
covering are structures	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
functions of biological	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
acids and proteins	0.0000000000	0.113636363636	0.0	0.158313279197	0.00164913362611	2	0.0	0.0	False
enzymes under enzymes	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
mechanisms of specific	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
vitamins and coenzymes	0.0000000000	0.0454545454545	0.0	0.0454545454545	0.0019804659304	1	0.0	0.0	False
carbohydrates and lipids	0.0000000000	0.0454545454545	0.0	0.0454545454545	0.0019804659304	1	0.0	0.0	False
lipids nucleic acids	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
principles of bioenergetics	0.0000000000	0.0454545454545	0.0	0.0454545454545	0.0019804659304	1	0.0	1.58496250072	False
bioenergetics with special	0.0000000000	0.0454545454545	0.0	0.0454545454545	0.0019804659304	1	0.0	0.0	False
reference to carbohydrate	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
metabolism the books	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
covering are common	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
common biochemistry books	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
stryer lehninger voet	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
voet and voet	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
sites and websites	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
websites that give	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
lot of information	0.0000000000	0.0	0.0	0.0	0.00164913362611	0.0	0.0	1.58496250072	False
information on biology	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
biology and biochemistry	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
biochemistry in general	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
specific course material	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
tutorials and quiz	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
dogma of biology	0.0000000000	0.113636363636	0.0	0.263855465328	0.00396093186079	2	0.0	0.0	False
biology the first	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
mind is dna	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
medium the central	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
dna to rna	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
rna to protein	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
comprised of dna	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
basis of dna	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
transcripted to rna	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
protein the alphabet	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
alphabet of dna	0.0000000000	0.0	0.0	0.0	0.00396093186079	0.0	0.0	1.58496250072	False
rna and protein	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
letters that comprise	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
comprise the alphabet	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
alphabet of rna	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
study the structure	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
structure and contents	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
contents of nucleic	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
acids the structure	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
dna and rna	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
rna are comprised	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
represent nitrogenous basis	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
basis the protein	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
code the protein	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
alphabet is comprised	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
comprised of twenty	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
twenty unique letters	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
amino acids sequence	0.5434782609	0.0	0.0	0.0	0.00659653450446	0.0	3.99683794466	4.75488750216	False
acid the first	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
made of proteins	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
consist of amino	0.0000000000	0.0681818181818	0.0	0.108065625049	0.0019804659304	1	0.0	0.0	False
linked by peptide	0.0000000000	0.0	0.0	0.0	0.00396093186079	0.0	0.0	0.0	False
link these letters	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
sentence each amino	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
amino acids consists	0.0000000000	0.0681818181818	0.0	0.108065625049	0.0019804659304	1	0.0	1.58496250072	False
central carbon atom	0.3623188406	0.0681818181818	0.0	0.108065625049	0.0118827955824	1	7.995256917	7.92481250361	True
recognize an amino	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
carboxyl acid group	0.0000000000	0.0	0.0	0.0	0.00396093186079	0.0	0.0	3.16992500144	False
group the hydrogen	0.0000000000	0.0	0.0	0.0	0.00396093186079	0.0	0.0	1.58496250072	False
chiral carbon meaning	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	1.58496250072	False
four different groups	0.0000000000	0.0	0.0	0.0	0.0	0.0	3.9976284585	1.58496250072	False
set of groups	0.0000000000	0.0	0.0	0.0	0.0019804659304	0.0	0.0	0.0	False
